question,references,corpus_id
本週聯準會如何影響金融市場？,"[{""content"": ""\u672c\u9031\u806f\u6e96\u6703\u5b98\u54e1\u8ac7\u8a71\u5c0d\u91d1\u878d\u5e02\u5834\u7684\u5f71\u97ff\u4e0d\u5bb9\u5c0f\u89b7"", ""start_index"": 3251, ""end_index"": 3272}, {""content"": ""\u95dc\u6ce8\u806f\u6e96\u6703\u5b98\u54e1\u5c0d\u52de\u52d5\u5e02\u5834\u53ca\u964d\u606f\u5e45\u5ea6\u7684\u770b\u6cd5\uff1b\u4e2d\u6771\u6230\u96f2\u5bc6\u5e03\u53ef\u80fd\u5f71\u97ff\u5e02\u5834\u98a8\u96aa\u504f\u597d\u3002"", ""start_index"": 3275, ""end_index"": 3313}, {""content"": ""\u5728\u672c\u9031\u91d1\u878d\u5e02\u5834\u65b9\u9762\uff0c\u4e0a\u9031\u516c\u5e03\u7684\u975e\u8fb2\u5c31\u696d\u5831\u544a\u9060\u905c\u65bc\u9810\u671f\uff0c\u5e02\u5834\u964d\u606f\u9810\u671f\u5927\u5e45\u5347\u6eab\uff0c\u5229\u7387\u671f\u8ca8\u9810\u4f30\u5e74\u5e95\u524d\u964d\u606f\u5e45\u5ea6\u8df3\u5347\u81f3\u63a5\u8fd15\u78bc\u3002\u672c\u9031\u5e7e\u4f4d\u806f\u6e96\u6703\u5b98\u54e1\u5c07\u767c\u8868\u8ac7\u8a71\uff0c\u5e02\u5834\u5c07\u95dc\u6ce8\u5b98\u54e1\u5c0d\u52de\u52d5\u5e02\u5834\u53ca\u964d\u606f\u5e45\u5ea6\u7684\u770b\u6cd5\u3002\u6b64\u5916\uff0c\u672c\u9031\u7f8e\u570b\u8ca1\u653f\u90e8\u5c07\u6a19\u552e1,250\u5104\u7f8e\u5143\u76843\u5e74\u671f\u300110\u5e74\u671f\u53ca30\u5e74\u671f\u516c\u50b5\uff0c\u964d\u606f\u9810\u671f\u5c07\u63a8\u5347\u6a19\u552e\u9700\u6c42\uff0c\u56e0\u6b64\u7f8e\u50b5\u6b96\u5229\u7387\u4ecd\u504f\u8dcc\u770b\u5f85\uff1b\u7f8e\u5143\u6307\u6578\u53d7\u5229\u5dee\u56e0\u7d20\u5f71\u97ff\uff0c\u53ef\u80fd\u7e8c\u8dcc\u3002"", ""start_index"": 3565, ""end_index"": 3740}]",data/finance.txt
馬來幣自2023年2月以來的匯價走勢有什麼變化及原因？,"[{""content"": ""\u4eca\u5e74\u622a\u81f37/31\u6b62\uff0c\u4e3b\u8981\u4e9e\u6d32\u8ca8\u5e63\u514c\u7f8e\u5143\u532f\u50f9\u5e7e\u4e4e\u90fd\u5448\u73fe\u8cb6\u503c(\u53f3\u5716\u4e0a)\uff1b\u50c5\u99ac\u4f86\u5e63\u532f\u50f9\u8868\u73fe\u7a69\u5065\u3002"", ""start_index"": 3867, ""end_index"": 3912}, {""content"": ""\u6211\u5011\u56de\u9867\u99ac\u4f86\u5e63\u532f\u50f9\u81ea2023\u5e742\u6708\u4efd\u958b\u555f\u4e86\u4e0b\u8dcc\u8da8\u52e2\uff0c\u4e00\u5ea6\u57282024/2/20\u903c\u8fd14.80\u7684\u6c34\u6e96\uff0c\u527598\u5e74\u4e9e\u6d32\u91d1\u878d\u98a8\u66b4\u4ee5\u4f86\u65b0\u4f4e\uff0c\u9019\u8207\u99ac\u4f86\u897f\u4e9e\u51fa\u53e3\u90e8\u9580\u5f7c\u6642\u75b2\u5f31\u3001\u4ee5\u53ca\u7b2c\u4e00\u5b63FDI\u6de8\u6d41\u5165\u610f\u5916\u504f\u4f4e\u7b49\u5229\u7a7a\u76f8\u95dc\uff0c\u60df\u76ee\u524d\u56de\u5347\u81f34.50\u9644\u8fd1\u3002"", ""start_index"": 3985, ""end_index"": 4097}, {""content"": ""\u503c\u5f97\u7559\u610f\u7684\u662f\uff0c\u904e\u5f80\u99ac\u4f86\u5e63\u8207\u4eba\u6c11\u5e63\u5169\u8005\u52d5\u5411\u6709\u986f\u8457\u6b63\u76f8\u95dc\uff0c\u4f46\u4eca\u5e74\u4eba\u6c11\u5e63\u514c\u7f8e\u5143\u532f\u50f9\u7684\u8d70\u52e2\u591a\u6578\u6642\u9593\u5448\u7de9\u8cb6\u884c\u60c5\u3001\u76f4\u52307\u6708\u4e2d\u4e0b\u65ec\u624d\u51fa\u73fe\u6b62\u8cb6\u7684\u8de1\u8c61(\u53f3\u5716\u4e0b)\uff0c\u4f3c\u4e4e\u66ab\u6642\u8207\u99ac\u4f86\u5e63\u532f\u50f9\u812b\u9264\uff1b\u800c\u6211\u5011\u8a8d\u70ba\u4e3b\u8981\u652f\u6301\u99ac\u4f86\u5e63\u7684\u4e3b\u8981\u5229\u591a\u662f\u4f86\u81ea\u99ac\u4f86\u897f\u4e9e\u592e\u884c\u4e4b\u5916\u532f\u653f\u7b56\u8207\u8ca8\u5e63\u653f\u7b56\u3002"", ""start_index"": 4100, ""end_index"": 4222}]",data/finance.txt
7月份臺灣的進出口年增率預測為何？,"[{""content"": ""\u672c\u9031\u4e5f\u5c07\u516c\u5e037\u6708\u9032\u51fa\u53e3\u6578\u64da\uff0c\u6839\u64da\u5ee0\u5546\u770b\u6cd5\u53ca\u5404\u5927\u4f01\u696d\u6cd5\u8aaa\u6703\u5c55\u671b\uff0c\u51fa\u53e3\u90e8\u4efd\u53d7\u6d88\u8cbb\u6027\u96fb\u5b50\u75b2\u5f31\u3001\u8eca\u7528\u5c55\u671b\u4e0d\u4f73\u7b49\u5f71\u97ff\uff0c\u8868\u73fe\u53ef\u80fd\u7565\u905c\u65bc\u539f\u5148\u5e02\u5834\u9810\u671f\uff0c\u82e5\u4ee5\u7d93\u6fdf\u90e86\u6708\u6642\u7684\u9810\u4f30\u503c\u4f4e\u6a19\u4f30\u7b97\uff0c\u51fa\u53e3\u5e74\u589e\u7387\u5c07\u843d\u57283.3%\u9644\u8fd1\uff1b"", ""start_index"": 6457, ""end_index"": 6557}, {""content"": ""\u9032\u53e3\u65b9\u9762\u5247\u53d7\u60e0\u57fa\u671f\u8f03\u4f4e\uff0c\u52a0\u4e0a\u6295\u8cc7\u56de\u6eab\u63a8\u5347\u9032\u53e3\u9700\u6c42\uff0c\u5e74\u589e\u7387\u61c9\u6709\u8fd120%\u6c34\u6e96\u3002"", ""start_index"": 6557, ""end_index"": 6594}]",data/finance.txt
美聯準會的官員對降息的看法是什麼？,"[{""content"": ""\u672c\u9031\u806f\u6e96\u6703\u5b98\u54e1\u8ac7\u8a71\u5c0d\u91d1\u878d\u5e02\u5834\u7684\u5f71\u97ff\u4e0d\u5bb9\u5c0f\u89b7\n\u26ab\n\u95dc\u6ce8\u806f\u6e96\u6703\u5b98\u54e1\u5c0d\u52de\u52d5\u5e02\u5834\u53ca\u964d\u606f\u5e45\u5ea6\u7684\u770b\u6cd5\uff1b\u4e2d\u6771\u6230\u96f2\u5bc6\u5e03\u53ef\u80fd\u5f71\u97ff\u5e02\u5834\u98a8\u96aa\u504f\u597d\u3002"", ""start_index"": 3251, ""end_index"": 3313}, {""content"": ""\u672c\u9031\u5e7e\u4f4d\u806f\u6e96\u6703\u5b98\u54e1\u5c07\u767c\u8868\u8ac7\u8a71\uff0c\u5e02\u5834\u5c07\u95dc\u6ce8\u5b98\u54e1\u5c0d\u52de\u52d5\u5e02\u5834\u53ca\u964d\u606f\u5e45\u5ea6\u7684\u770b\u6cd5\u3002"", ""start_index"": 3624, ""end_index"": 3660}]",data/finance.txt
美中貿易戰對2019年美國經濟有何影響？,"[{""content"": ""2019\u5e74\u5728\u5931\u696d\u73873.6%\u7684\u60c5\u6cc1\u4e0b\uff0c\u806f\u6e96\u6703\u81ea7\u6708\u8d77\u9023\u7e8c\u4e09\u6b21\u6703\u8b70\u9032\u884c\u6240\u8b02\u7684\u300c\u9810\u9632\u6027\u964d\u606f\u300d\uff0c\u907f\u514d\u7d93\u6fdf\u53d7\u7f8e\u4e2d\u8cbf\u6613\u6230\u5f71\u97ff\u800c\u8d70\u5f31\u3002"", ""start_index"": 1747, ""end_index"": 1807}]",data/finance.txt
為何日銀在7月採取緊縮政策？,"[{""content"": ""\u8003\u91cf\u901a\u81a8\u7dad\u6301\u76f8\u5c0d\u9ad8\u6a94\u3001\u4f01\u696d\u52a0\u85aa\u5e45\u5ea6\u5275\u65b0\u9ad8\u8207\u7a69\u5b9a\u65e5\u5713\u532f\u50f9\uff0c\u65e5\u9280\u518d\u5ea6\u796d\u51fa\u7dca\u7e2e\u653f\u7b56\u3002"", ""start_index"": 1957, ""end_index"": 1996}, {""content"": ""\u65e5\u9280\u8abf\u67e5\u5831\u544a\u4e5f\u6307\u51fa\uff0c\u52a0\u85aa\u98a8\u6f6e\u5df2\u9010\u6b65\u64f4\u6563\u81f3\u4e2d\u5c0f\u4f01\u696d\uff0c\u9054\u6210\u85aa\u8cc7-\u901a\u81a8\u6b63\u5faa\u74b0\u73fe\u8c61\uff0c\u9019\u5c07\u4ee4\u5df2\u8655\u65bc\u76f8\u5c0d\u9ad8\u6a94\u7684\u6574\u9ad4CPI (Q1:2.5%\u2192Q2:2.7%)\u8207\u6838\u5fc3CPI (Q1\u8207Q2\u57472.5%)\u5e74\u589e\u7387\u4e0b\u534a\u5e74\u96e3\u6709\u5927\u5e45\u4e0b\u8dcc\u60c5\u6cc1\u3002"", ""start_index"": 2072, ""end_index"": 2178}, {""content"": ""\u82e5\u65e5\u9280\u8fd1\u671f\u518d\u4e0d\u52a0\u5927\u7dca\u7e2e\u529b\u9053\uff0c\u65e5\u5713\u518d\u5ea6\u56de\u8cb6\u6050\u53c8\u5c07\u52a9\u6f32\u901a\u81a8\uff0c\u5f9e\u800c\u5c0e\u81f4\u9ad8\u901a\u81a8\u5c40\u9762\u66f4\u96e3\u6536\u62fe\u3002"", ""start_index"": 2183, ""end_index"": 2225}]",data/finance.txt
為什麼日圓近期大幅升值？,"[{""content"": ""\u4e0a\u9031BoJ \u610f\u5916\u5347\u606f15bp \u4e26\u5ba3\u5e03\u5c07\u6bcf\u6708\u8cfc\u50b5\u898f\u6a21\u5f9e6 \u5146\u7e2e\u6e1b\u52302.9 \u5146\u4e4b\u8a08\u756b\uff0c\u9810\u6599\u65e5\u5713\u77ed\u7dda\u504f\u5347\u8da8\u52e2\u96e3\u64cb\uff1b\u4e2d\u9577\u671f\u800c\u8a00\uff0c\u7dca\u7e2e\u653f\u7b56\u642d\u914d\u806f\u6e96\u6703\u964d\u606f\uff0c\u65e5\u5713\u9010\u5b63\u56de\u5347\u53ef\u80fd\u6027\u4ecd\u5927\uff1b\u800c\u65e5\u50b5\u6b96\u5229\u7387\u77ed\u7dda\u4e0a\u5728\u672c\u6b21\u6703\u5f8c\u8d70\u63da\uff0c\u9577\u7dda\u5247\u5c07\u5728\u65e5\u9280\u7ba1\u63a7\u5e02\u5834\u9810\u671f\u8207\u672a\u4f86\u5177\u5347\u606f\u53ef\u80fd\u6027\u7b49\u591a\u7a7a\u56e0\u7d20\u5f71\u97ff\u4e0b\uff0c\u5c07\u5448\u9ad8\u6a94\u9707\u76ea\u3002"", ""start_index"": 434, ""end_index"": 573}, {""content"": ""\u8003\u91cf\u901a\u81a8\u7dad\u6301\u76f8\u5c0d\u9ad8\u6a94\u3001\u4f01\u696d\u52a0\u85aa\u5e45\u5ea6\u5275\u65b0\u9ad8\u8207\u7a69\u5b9a\u65e5\u5713\u532f\u50f9\uff0c\u65e5\u9280\u518d\u5ea6\u796d\u51fa\u7dca\u7e2e\u653f\u7b56\u3002"", ""start_index"": 1957, ""end_index"": 1996}]",data/finance.txt
印度8月份可能降息的機會如何？,"[{""content"": ""\u57fa\u65bc\u852c\u83dc\u985e\u50f9\u683c\u7684\u8ca2\u737b\u5ea6\u4ecd\u7136\u504f\u9ad8\uff0cCPI\u5e74\u589e\u7387\u5f88\u96e3\u7a69\u5b9a\u57284%\u7684\u4e2d\u9577\u671f\u76ee\u6a19\u3002\u53e6\u5916\uff0c\u5370\u5ea6\u592e\u884c\u57286\u6708\u4efd\u6703\u8b70\u7684\u8072\u660e\u4e2d\u4ecd\u672a\u522a\u9664\u6211\u5011\u7684Checking Point:\u300c\u6301\u7e8c\u95dc\u6ce8\u9000\u51fa\u5bec\u9b06\u653f\u7b56\u7684\u6548\u679c\uff0c\u4ee5\u78ba\u4fdd\u901a\u81a8\u9010\u6b65\u8207\u76ee\u6a19\u4fdd\u6301\u4e00\u81f4\u300d\u7b49\u5b57\u53e5\uff0c\u4e14\u4f9d\u7167\u76ee\u524dOIS\u7684\u5e02\u5834\u5831\u50f9\uff0c\u5728\u5728\u96b1\u542b\u8457\u5370\u5ea6\u592e\u884c\u57288\u6708\u4efd\u964d\u606f\u7684\u6a5f\u7387\u4f4e\uff0c\u653f\u7b56\u5229\u7387\u7dad\u6301\u57286.5%\u4e0d\u8b8a\u662f\u6211\u5011\u7684\u57fa\u672c\u60c5\u5883\u3002"", ""start_index"": 5556, ""end_index"": 5721}]",data/finance.txt
印尼2023年第二季GDP年增率的預測是多少？,"[{""content"": ""\u5370\u5c3c\u5c07\u516c\u5e03\u7b2c\u4e8c\u5b63GDP\u5e74\u589e\u7387\uff0c\u6709\u9451\u65bc\u5370\u5c3c\u7e3d\u7d71\u5927\u9078\u5df2\u7d50\u675f\u3001\u4ee5\u53ca\u9f4b\u6212\u6708\u5047\u671f\u544a\u4e00\u6bb5\u843d\uff0c\u5c0e\u81f4\u63d0\u632f\u6c11\u9593\u6d88\u8cbb\u7684\u5229\u591a\u56e0\u7d20\u964d\u6eab\uff1b\u518d\u52a0\u4e0a\u5370\u5c3c\u76fe\u4eca\u5e74\u7684\u8cb6\u5e45\u986f\u8457\uff0c\u81f4\u5370\u5c3c\u653f\u7b56\u5229\u7387\u504f\u9ad8\uff0c\u90fd\u5c0d\u65bc\u6c11\u9593\u6d88\u8cbb\u7522\u751f\u58d3\u529b\uff0c\u6211\u5011\u8a8d\u70ba\u5370\u5c3c\u7b2c\u4e8c\u5b63GDP\u5e74\u589e\u7387\u6216\u6050\u53d7\u6c11\u9593\u6d88\u8cbb\u52d5\u80fd\u4e0b\u6ed1\u5f71\u97ff\u800c\u964d\u81f35%\u4ee5\u4e0b\u3002"", ""start_index"": 5051, ""end_index"": 5179}]",data/finance.txt
2021年聯準會如何看待通膨上升現象？,"[{""content"": ""2021\u4e0a\u534a\u5e74\uff0cPCE\u901a\u81a8\u5df2\u5347\u78344%\uff0c\u4f46\u806f\u6e96\u6703\u66f4\u91cd\u8996\u75ab\u60c5\u5f8c\u7d93\u6fdf\u5fa9\u7526\uff0c\u4ee5\u901a\u81a8\u4e0a\u5347\u50c5\u662f\u300c\u66ab\u6642\u6027\u300d\u73fe\u8c61\u70ba\u7531\uff0c\u5c07\u5347\u606f\u6642\u9593\u5ef6\u5f8c\u81f32022\u5e74\u521d\u3002"", ""start_index"": 1416, ""end_index"": 1482}]",data/finance.txt
聯準會在2020年8月調整了哪些貨幣政策框架？,"[{""content"": ""2019\u5e74\u806f\u6e96\u6703\u5ee3\u9080\u5404\u754c\u4eba\u58eb\u91dd\u5c0d\u8ca8\u5e63\u653f\u7b56\u6846\u67b6\u9032\u884c\u5168\u9762\u5be9\u67e5\uff0c\u4e3b\u5e2dPowell\u57282020\u5e748\u6708\u5168\u7403\u592e\u884c\u5e74\u6703\u5ba3\u5e03\u8abf\u6574\u901a\u81a8\u8207\u5c31\u696d\u76ee\u6a19: 1)\u901a\u81a8\u76ee\u6a19\uff1a\u5c07\u901a\u81a8\u76ee\u6a19\u7531\u300c\u9577\u671f\u7dad\u63012%\u300d\u6539\u70ba\u300c\u5728\u4e00\u6bb5\u6642\u671f\u5e73\u57472%\u300d\uff1b2)\u6700\u5927\u5316\u5c31\u696d\u4eba\u6578\uff1a\u4e0d\u518d\u7a4d\u6975\u5347\u606f\u58d3\u6291\u904e\u71b1\u7684\u52de\u52d5\u5e02\u5834\uff0c\u50c5\u5c08\u6ce8\u5c31\u696d\u4eba\u6578\u7684\u4e0b\u884c\u98a8\u96aa\u3002\u6b64\u5916\uff0cPowell\u4ea6\u63d0\u53ca\uff0c\u8abf\u6574\u76ee\u6a19\u4e3b\u56e0\u70ba\u91d1\u878d\u5371\u6a5f\u5f8c\u7d93\u6fdf\u7d50\u69cb\u51fa\u73fe\u8f49\u8b8a\uff0c\u539f\u56e0\u6709\u4e8c\uff1a1)\u4e2d\u6027\u5229\u7387\u4e0b\u6ed1\uff1a2008\u5e74\u5f8c\u4e2d\u6027\u5229\u7387\u5927\u5e45\u4e0b\u6ed1(\u53f3\u57161)\uff0c\u806f\u6e96\u6703\u5df2\u5c07\u653f\u7b56\u5229\u7387\u964d\u81f30.25%\uff0c\u901a\u81a8\u4ecd\u9577\u671f\u4f4e\u65bc2%\uff0c\u5b98\u54e1\u64d4\u5fc3\u5728\u4f4e\u5229\u7387\u74b0\u5883\u4e0b\uff0c\u82e5\u518d\u6b21\u906d\u9047\u7d93\u6fdf\u8870\u9000\uff0c\u5c07\u9650\u7e2e\u8ca8\u5e63\u653f\u7b56(\u5229\u7387)\u7684\u64cd\u4f5c\u7a7a\u9593\uff1b2)\u83f2\u5229\u6d66\u66f2\u7dda\u5e73\u5766\u5316\uff1a2017~19\u5e74\u9593\u5931\u696d\u7387\u964d\u81f3\u6b77\u53f2\u4f4e\u9ede\uff0c\u4f46\u901a\u81a8\u537b\u4ecd\u4f4e\u65bc2%(\u53f3\u57162)\u3002"", ""start_index"": 885, ""end_index"": 1202}]",data/finance.txt
馬來西亞今年第二季GDP年增率可能受到什麼因素影響？,"[{""content"": ""\u5370\u5c3c\u5c07\u516c\u5e03\u7b2c\u4e8c\u5b63GDP\u5e74\u589e\u7387\uff0c\u6709\u9451\u65bc\u5370\u5c3c\u7e3d\u7d71\u5927\u9078\u5df2\u7d50\u675f\u3001\u4ee5\u53ca\u9f4b\u6212\u6708\u5047\u671f\u544a\u4e00\u6bb5\u843d\uff0c\u5c0e\u81f4\u63d0\u632f\u6c11\u9593\u6d88\u8cbb\u7684\u5229\u591a\u56e0\u7d20\u964d\u6eab\uff1b\u518d\u52a0\u4e0a\u5370\u5c3c\u76fe\u4eca\u5e74\u7684\u8cb6\u5e45\u986f\u8457\uff0c\u81f4\u5370\u5c3c\u653f\u7b56\u5229\u7387\u504f\u9ad8\uff0c\u90fd\u5c0d\u65bc\u6c11\u9593\u6d88\u8cbb\u7522\u751f\u58d3\u529b\uff0c\u6211\u5011\u8a8d\u70ba\u5370\u5c3c\u7b2c\u4e8c\u5b63GDP\u5e74\u589e\u7387\u6216\u6050\u53d7\u6c11\u9593\u6d88\u8cbb\u52d5\u80fd\u4e0b\u6ed1\u5f71\u97ff\u800c\u964d\u81f35%\u4ee5\u4e0b\u3002"", ""start_index"": 5051, ""end_index"": 5179}]",data/finance.txt
日本央行縮減購債計畫的具體內容是什麼？,"[{""content"": ""\u4e5f\u56e0\u65e5\u9280\u65e9\u6709\u7e2e\u6e1b\u8cfc\u50b5\u7684\u60f3\u6cd5\uff0c\u6545\u9019\u6b21\u6703\u8b70\u516c\u5e03\u7e2e\u6e1b\u8cfc\u50b5\u8a08\u756b\u5c6c\u65bc\u9810\u671f\u4e4b\u5167\uff0c\u53ea\u662f\u516c\u5e03\u8f03\u70ba\u5177\u9ad4\u8a08\u756b\u4f9b\u5e02\u5834\u53c3\u8003\u3002\u672c\u6b21\u6c7a\u8b70\u539f\u5247\u4e0a\u50b5\u5238\u6536\u8cfc\u984d\u4ee5\u6bcf\u5b63\u6e1b\u5c114,000\u5104\u65e5\u5713\u901f\u5ea6\u9032\u884c\u7e2e\u6e1b(\u5982\u53f3\u5716)\uff0c\u81f3\u4eca\u5e74Q4\u7d04\u7e2e\u6e1b\u70ba\u6bcf\u6708\u5e73\u5747\u8cfc\u50b5\u91d1\u984d\u7d044.9\u5146\u65e5\u5713\uff0c\u4e14\u81f32026\u5e74Q1\u4e4b\u6bcf\u6708\u5e73\u5747\u8cfc\u50b5\u984d\u5c07\u7e2e\u6e1b\u81f3\u7d042.9\u5146\u65e5\u5713\uff1b\u4e0d\u904e\u65e5\u9280\u4e5f\u7559\u6709\u4f46\u66f8\uff0c\u660e\u5e746\u6708\u6703\u8b70\u5c07\u6703\u6aa2\u8a0e\u7e2e\u6e1b\u8cfc\u50b5\u901f\u5ea6\u662f\u5426\u5408\u9069\u3002\u81f3\u65bcBOJ\u6301\u6709\u50b5\u5238\u5b58\u91cf\u8868\u73fe\u4e0a\uff0c\u65e5\u9280\u4e5f\u9810\u671f\u52302026\u5e74Q1\u53ef\u7e2e\u6e1b40~47\u5146\u65e5\u5713(\u7d047~8%)\u5b58\u91cf\u898f\u6a21(\u5982\u53f3\u5716)\u3002"", ""start_index"": 2582, ""end_index"": 2810}, {""content"": ""\u4e0d\u50c5\u5982\u6b64\uff0c\u6bcf\u6708\u8cfc\u50b5\u8a08\u756b\u4e2d\u5404\u5929\u671f\u50b5\u5238\u8cfc\u8cb7\u7d30\u7bc0\u4e5f\u5f9e\u91d1\u984d\u5340\u9593\u8f49\u70ba\u6307\u5b9a\u91d1\u984d\u8cfc\u8cb7\uff0c\u4ea6\u5373\u6c92\u6709\u589e\u52a0\u8cfc\u50b5\u7684\u7a7a\u9593\u3002\u66f4\u751a\u8005\uff0c\u8fd1\u671f\u65e5\u9280\u4e5f\u6307\u5b9a\u90e8\u5206\u570b\u5167\u7d93\u7d00\u5546(SMBC\u8207\u745e\u7a57\u8b49\u5238\u7b49)\u63a5\u6d3d\u6d77\u5916\u6709\u610f\u6295\u8cc7\u65e5\u50b5\u8005\uff0c\u90fd\u51f8\u986f\u65e5\u9280\u53bb\u5316\u4f4e\u5229\u7387\u6642\u4ee3\u904e\u5ea6\u81a8\u8139\u4e4b\u8cc7\u7522\u8ca0\u50b5\u8868\u7684\u6c7a\u5fc3\u3002"", ""start_index"": 2810, ""end_index"": 2926}]",data/finance.txt
今年主要亞洲貨幣與美元的匯價如何變動？,"[{""content"": ""\u4eca\u5e74\u622a\u81f37/31\u6b62\uff0c\u4e3b\u8981\u4e9e\u6d32\u8ca8\u5e63\u514c\u7f8e\u5143\u532f\u50f9\u5e7e\u4e4e\u90fd\u5448\u73fe\u8cb6\u503c(\u53f3\u5716\u4e0a)\uff1b\u50c5\u99ac\u4f86\u5e63\u532f\u50f9\u8868\u73fe\u7a69\u5065\u3002"", ""start_index"": 3867, ""end_index"": 3912}, {""content"": ""\u518d\u8005\uff0c\u6211\u5011\u9032\u4e00\u6b65\u4ee57\u6708\u4efd\u55ae\u6708\u4f86\u770b\uff0c\u5728\u7f8e\u5143\u6307\u6578\u4e0b\u8dcc\u7684\u5927\u80cc\u666f\u4e4b\u4e0b\uff0c\u5927\u591a\u6578\u7684\u4e3b\u8981\u4e9e\u6d32\u8ca8\u5e63\u514c\u7f8e\u5143\u532f\u50f9\u8d81\u52e2\u53cd\u5f48\uff0c\u524d\u4e09\u5927\u5347\u5e45\u7684\u5e63\u5225\u5247\u5206\u5225\u70ba\u65e5\u5e63\u3001\u6cf0\u9296\u8207\u99ac\u4f86\u5e63\u3002"", ""start_index"": 3912, ""end_index"": 3985}]",data/finance.txt
全球投資者對金融市場的短期展望為何？,"[{""content"": ""\u5168\u7403\u6295\u8cc7\u8005\u6216\u5c07\u8f49\u5411\u98a8\u96aa\u8da8\u907f\uff0c\u6050\u5c07\u4e0d\u5229\u65bc\u77ed\u7dda\u65b0\u8208\u4e9e\u80a1\u3002"", ""start_index"": 4889, ""end_index"": 4915}, {""content"": ""\u5728\u532f\u5e02\u65b9\u9762\uff0c\u5e02\u5834\u63d0\u5347\u4e86\u5c0d\u806f\u6e96\u6703\u964d\u606f\u78bc\u6578\u7684\u9810\u671f\uff0c\u7f8e\u5143\u6307\u6578\u5927\u6982\u7387\u5c07\u7e7c\u7e8c\u4e0b\u884c\uff0c\u591a\u6578\u65b0\u8208\u4e9e\u5e63\u8d70\u52e2\u4ee5\u5340\u9593\u504f\u5347\u7684\u53ef\u80fd\u6027\u9ad8\u3002"", ""start_index"": 5839, ""end_index"": 5894}]",data/finance.txt
為何臺灣7月失業率上升至4.3%?,"[{""content"": ""\u7e3d\u7d50\u4f86\u8aaa\uff0c\u96d6\u7136\u76ee\u524dPCE\u901a\u81a8\u4ecd\u9ad8\u65bc2%\u7684\u76ee\u6a19\uff0c\u4f46\u5df2\u75312022\u5e74\u6700\u9ad8\u76847.1%\u5927\u5e45\u4e0b\u6ed1\u81f36\u6708\u76842.5%\uff0c\u4e147\u6708\u5931\u696d\u7387\u75314.1%\u610f\u5916\u4e0a\u5347\u81f34.3%\uff1b3\u500b\u6708\u5e73\u5747\u5931\u696d\u7387\u8f03\u904e\u53bb12\u500b\u6708\u4f4e\u9ede\u4e0a\u53470.53p.p.\uff0c\u89f8\u767c\u9810\u6e2c\u7d93\u6fdf\u8870\u9000\u7684Sahm rule\u8b66\u6212\u7dda(\u53f3\u57164)\u3002"", ""start_index"": 1485, ""end_index"": 1612}]",data/finance.txt
美國股市近期受哪些因素影響？,"[{""content"": ""\u5728\u7f8e\u80a1\u65b9\u9762\uff0c\u6ce2\u514b\u590f\u53ca\u8fea\u58eb\u5c3c\u5c07\u516c\u5e03\u6700\u65b0\u8ca1\u5831\uff0c\u4f46\u8fd1\u671f\u5fae\u8edf\u3001\u4e9e\u99ac\u905c\u53ca\u82f1\u7279\u723e\u7b49\u5927\u578b\u79d1\u6280\u516c\u53f8\u8ca1\u6e2c\u7686\u4f4e\u65bc\u9810\u671f\uff0c\u5e02\u5834\u5c0dAI\u5e36\u4f86\u7684\u71df\u6536\u8ca2\u737b\u770b\u6cd5\u8f49\u8da8\u4fdd\u5b88\uff0c\u4e14\u5e02\u5834\u5c0d\u666f\u6c23\u7684\u4fe1\u5fc3\u77ed\u671f\u96e3\u4ee5\u6539\u5584\uff0c\u9810\u6599\u7f8e\u80a1\u4fee\u6b63\u58d3\u529b\u4ecd\u5927\u3002"", ""start_index"": 3740, ""end_index"": 3835}]",data/finance.txt
7月份中國將公布的進出口數據預測會如何影響人民幣和10年期公債殖利率？,"[{""content"": ""\u4e2d\u570b\u9032\u51fa\u53e3\u548cCPI\u5e74\u589e\u7387\u6578\u64da\u6709\u671b\u5c0f\u5e45\u56de\u5347\uff0c\u8a55\u4f30\u6709\u52a9\u4eba\u6c11\u5e63\u548c\u4e2d\u570b10\u5e74\u671f\u516c\u50b5\u6b96\u5229\u7387\u5177\u652f\u6301\u3002"", ""start_index"": 7988, ""end_index"": 8032}, {""content"": ""\u5728\u9032\u51fa\u53e3\u6578\u64da\u65b9\u9762\uff0c\u96d6\u71367\u6708\u5b98\u65b9\u88fd\u9020\u696dPMI\u4e2d\u7684\u7d30\u9805\u5982\u65b0\u51fa\u53e3\u8a02\u55ae(48.3\u219248.5)\u548c\u9032\u53e3\u6307\u6578(46.9\u219247.0)\u7dad\u6301\u5728\u69ae\u67af\u7dda\u4e0b\u65b9\uff0c\u4f46\u5448\u73fe\u7565\u6709\u6539\u5584\uff1b\u758a\u52a0\u53bb\u5e74\u540c\u671f\u9032\u51fa\u53e3\u6578\u64da\u57fa\u671f\u7686\u6709\u6240\u4e0b\u6ed1\uff0c\u6545\u8a55\u4f30\u5c07\u4f7f\u5f97\u672c\u90317\u6708\u9032\u51fa\u53e3\u5e74\u589e\u7387\u7686\u6709\u671b\u8f03\u524d\u6708\u56de\u5347\u3002"", ""start_index"": 8062, ""end_index"": 8181}]",data/finance.txt
